incident_id,date,province,attack_type,sector,severity,victims_count,financial_loss_idr,is_resolved,response_time_hours,source
INC-000966,2023-04-16,Jawa Barat,Data Breach,Transportasi,High,9183,293939381640.0,True,1.0,BSSN
INC-000188,2020-10-30,Jawa Barat,DDoS,Ritel,Low,84,135423540.0,False,11.0,BSSN
INC-001337,2022-10-24,Jawa Tengah,Phishing,Fintech,Medium,805,4378304840.0,True,11.0,BSSN
INC-000340,2023-10-19,Jawa Barat,Insider Threat,Telekomunikasi,Medium,278,469240648.0,True,1.0,Laporan Publik
INC-000022,2023-12-03,Sumatera Selatan,Phishing,Pemerintahan,Low,73,60959526.0,False,1.0,BSSN
INC-001301,2023-04-23,Nusa Tenggara Barat,DDoS,UMKM,High,932,8026905920.0,False,52.0,Kominfo
INC-001240,2023-03-30,Jawa Barat,Malware,Energi,High,6350,144894077750.0,True,13.0,Kominfo
INC-000185,2021-10-03,Jawa Tengah,Social Engineering,Telekomunikasi,Medium,501,1463702562.0,True,27.0,BSSN
INC-000581,2024-06-15,Jawa Barat,Malware,Fintech,High,2196,97107636060.0,False,1.0,Laporan Publik
INC-000531,2022-09-25,DKI Jakarta,Ransomware,Transportasi,Critical,19890,748039032000.0,True,297.0,BSSN
INC-001227,2024-06-18,Kalimantan Selatan,Man-in-the-Middle,E-Commerce,Medium,305,388288485.0,False,259.0,BSSN
INC-000461,2021-06-26,DKI Jakarta,Ransomware,Telekomunikasi,High,1086,29057059440.0,False,74.0,Kepolisian
INC-000913,2022-03-24,Jawa Barat,Phishing,Perbankan,Medium,257,835346118.0,True,18.0,BSSN
INC-000944,2021-12-08,Kalimantan Selatan,Data Breach,UMKM,Critical,24572,484039650760.0,True,75.0,Kominfo
INC-000867,2023-07-20,Jawa Barat,Phishing,E-Commerce,High,698,19739125900.0,True,45.0,Kominfo
INC-001106,2023-03-16,Maluku Utara,Phishing,Pendidikan,Medium,575,3249104200.0,False,4.0,Laporan Publik
INC-001142,2021-10-01,Jawa Barat,Phishing,Fintech,Low,30,152769960.0,False,26.0,BSSN
INC-000371,2022-07-11,Jawa Timur,SQL Injection,Asuransi,High,5429,139749110525.0,True,70.0,Kepolisian
INC-000911,2021-07-27,Jawa Timur,Data Breach,Energi,Medium,694,,True,36.0,Laporan Publik
INC-001154,2023-01-04,Jawa Barat,Data Breach,Manufaktur,Medium,429,2821162773.0,True,336.0,BSSN
INC-000569,2024-01-16,Banten,Phishing,Transportasi,High,532,17901970240.0,True,20.0,Laporan Publik
INC-001391,2022-03-01,Jawa Tengah,Insider Threat,Pemerintahan,Medium,130,590299840.0,True,172.0,Kominfo
INC-000047,2021-12-20,DKI Jakarta,Credential Stuffing,E-Commerce,Medium,93,102450846.0,True,8.0,Laporan Publik
INC-001086,2023-07-18,DKI Jakarta,Phishing,Fintech,High,4917,95456179500.0,True,28.0,Laporan Publik
INC-000485,2024-02-12,Papua Barat,Phishing,Kesehatan,Medium,133,384350050.0,True,33.0,BSSN
INC-000209,2021-11-23,Jawa Tengah,DDoS,Ritel,Medium,615,1570118985.0,True,12.0,Laporan Publik
INC-001172,2022-02-16,DKI Jakarta,Social Engineering,Pemerintahan,Medium,436,2105011052.0,True,21.0,Kominfo
INC-000762,2024-04-27,Banten,DDoS,Kesehatan,Medium,266,2063933900.0,True,5.0,Kepolisian
INC-000749,2023-07-23,Jawa Timur,Phishing,Asuransi,Low,59,299318682.0,True,55.0,Kepolisian
INC-000998,2022-10-17,Jawa Tengah,Ransomware,Perbankan,Critical,36157,2877869772470.0,True,5.0,Kepolisian
INC-000142,2023-09-06,Jawa Timur,Ransomware,Perbankan,Critical,68042,4186404484340.0,True,6.0,BSSN
INC-001221,2024-11-11,Banten,Ransomware,Pemerintahan,Low,61,,True,56.0,Laporan Publik
INC-001174,2023-10-27,Jawa Barat,Phishing,Kesehatan,High,1931,35278906560.0,False,147.0,Kominfo
INC-001268,2021-10-18,DKI Jakarta,Business Email Compromise,Pemerintahan,Low,66,66098670.0,True,4.0,Kepolisian
INC-000821,2023-11-03,Nusa Tenggara Barat,Malware,Asuransi,Low,29,223372355.0,True,57.0,Kepolisian
INC-000948,2024-08-14,DKI Jakarta,Phishing,UMKM,Medium,212,507416488.0,False,15.0,Kepolisian
INC-000994,2023-06-23,Jawa Tengah,Website Defacement,Pemerintahan,Critical,44351,529531425560.0,True,233.0,Kominfo
INC-000846,2023-06-21,Maluku,Zero-Day Exploit,Kesehatan,Critical,40236,2997314832960.0,True,22.0,Laporan Publik
INC-001329,2022-08-13,Papua,Phishing,Energi,Low,60,237448140.0,True,35.0,Laporan Publik
INC-000927,2023-06-14,Jawa Tengah,Phishing,Transportasi,Low,90,756193140.0,True,48.0,BSSN
INC-001316,2021-10-05,DKI Jakarta,Ransomware,Pemerintahan,Critical,50582,4856564973400.0,True,1.0,BSSN
INC-000612,2023-11-21,Jawa Barat,Social Engineering,Pendidikan,Medium,157,1026704483.0,False,112.0,Kepolisian
INC-000287,2023-02-22,Papua Barat,Social Engineering,Pendidikan,Low,78,538537506.0,False,9.0,BSSN
INC-001264,2021-08-15,Sulawesi Tengah,Phishing,Asuransi,Low,66,,True,14.0,Kominfo
INC-000361,2022-08-09,Lampung,Man-in-the-Middle,UMKM,Medium,201,1000441923.0,True,165.0,Kominfo
INC-000483,2024-04-20,Jawa Tengah,Malware,E-Commerce,Medium,870,6802305540.0,False,111.0,Laporan Publik
INC-001175,2024-11-04,DKI Jakarta,Social Engineering,Fintech,Low,65,250747510.0,True,111.0,BSSN
INC-001318,2024-07-12,Papua Barat,Phishing,Ritel,Medium,528,2277308880.0,False,206.0,Laporan Publik
INC-000353,2024-03-19,Jambi,Ransomware,Telekomunikasi,High,452,15077635200.0,True,0.0,Laporan Publik
INC-001311,2021-07-15,DKI Jakarta,Phishing,Perbankan,Critical,9007,587388983040.0,True,1.0,BSSN
INC-000880,2022-01-18,Jawa Timur,DDoS,Telekomunikasi,High,8761,215898461930.0,False,18.0,BSSN
INC-000381,2024-01-27,Kepulauan Riau,Data Breach,Media,High,1713,29403225315.0,False,5.0,Kepolisian
INC-000479,2023-04-23,Maluku,Phishing,Media,Low,18,69699906.0,False,2.0,BSSN
INC-001278,2020-10-25,Banten,Phishing,Pemerintahan,Low,33,312560160.0,True,4.0,BSSN
INC-001305,2022-01-20,Sumatera Barat,Social Engineering,E-Commerce,Low,74,378177000.0,True,24.0,BSSN
INC-001096,2022-01-10,Kalimantan Timur,Credential Stuffing,Fintech,Low,67,637918524.0,True,97.0,Kepolisian
INC-000285,2022-03-02,Jawa Timur,Ransomware,Pendidikan,High,4399,32964016475.0,True,125.0,BSSN
INC-000151,2023-06-14,Bangka Belitung,Malware,Asuransi,Medium,32,309479232.0,True,167.0,Laporan Publik
INC-000711,2024-01-02,Sumatera Selatan,Phishing,Manufaktur,Medium,863,5390107277.0,True,,Kominfo
INC-001025,2022-11-20,DKI Jakarta,Data Breach,Ritel,High,4188,114935702340.0,True,51.0,Laporan Publik
INC-000706,2024-01-16,Jawa Barat,DDoS,Telekomunikasi,High,4202,202935905150.0,False,20.0,Kominfo
INC-001020,2021-12-26,Kalimantan Barat,Social Engineering,Media,Low,9,32374548.0,True,168.0,Kominfo
INC-000977,2023-08-25,DKI Jakarta,Ransomware,Fintech,Critical,57035,1108783214000.0,True,2.0,Kepolisian
INC-000777,2022-03-31,Bangka Belitung,Ransomware,E-Commerce,Low,28,173457172.0,True,21.0,Kepolisian
INC-000078,2022-07-19,Jawa Timur,Malware,Ritel,Critical,12595,1193852089100.0,True,15.0,Laporan Publik
INC-000728,2023-11-16,Jawa Barat,Data Breach,Manufaktur,High,9441,260744653530.0,False,32.0,Laporan Publik
INC-000651,2023-02-05,DKI Jakarta,DDoS,Telekomunikasi,High,1945,69547345550.0,True,84.0,Kominfo
INC-000866,2023-08-13,Bali,Ransomware,E-Commerce,Critical,21946,1365318377980.0,True,17.0,Kominfo
INC-000017,2021-08-13,Jawa Barat,Malware,Fintech,Medium,517,2749393075.0,False,3.0,Kepolisian
INC-001166,2024-09-02,DKI Jakarta,Phishing,Media,Medium,241,1198928487.0,False,21.0,BSSN
INC-000416,2021-06-23,DKI Jakarta,Phishing,E-Commerce,Medium,155,1223583485.0,True,36.0,Kominfo
INC-000496,2022-09-20,Sumatera Barat,DDoS,Manufaktur,High,2929,60630519675.0,True,43.0,Kominfo
INC-000066,2024-03-09,Sulawesi Selatan,Social Engineering,E-Commerce,Medium,605,4927737705.0,True,51.0,Laporan Publik
INC-000904,2020-11-28,DI Yogyakarta,Malware,Energi,High,6755,210684228125.0,False,21.0,Kominfo
INC-000535,2024-09-03,Riau,Credential Stuffing,UMKM,Medium,214,362132940.0,True,86.0,Kepolisian
INC-000480,2023-06-15,Kalimantan Barat,Ransomware,Pendidikan,Medium,564,1200102888.0,False,153.0,Kominfo
INC-001011,2024-08-30,Sumatera Utara,Data Breach,Perbankan,Critical,7780,102441827400.0,True,63.0,Kominfo
INC-001000,2021-02-05,Maluku,Man-in-the-Middle,Transportasi,Medium,28,197739108.0,True,21.0,BSSN
INC-001382,2024-03-19,Papua,DDoS,Manufaktur,Critical,42833,2848986023730.0,True,11.0,Kominfo
INC-000593,2023-01-13,Jawa Barat,Malware,Telekomunikasi,Low,17,6583233.0,True,69.0,Kominfo
INC-000318,2023-07-02,Banten,Malware,UMKM,Low,24,132562656.0,True,67.0,Kepolisian
INC-001396,2024-09-12,Jawa Timur,Business Email Compromise,E-Commerce,Critical,74438,5440973405140.0,True,121.0,Kepolisian
INC-001119,2024-03-14,Banten,Phishing,Fintech,Low,86,579724366.0,True,53.0,Laporan Publik
INC-000527,2022-10-01,Aceh,Malware,Telekomunikasi,Medium,542,4959978042.0,False,27.0,Kominfo
INC-000352,2021-11-12,Jawa Timur,Ransomware,Ritel,High,4560,201418460400.0,False,10.0,Laporan Publik
INC-000228,2022-08-07,Papua Barat,Social Engineering,Media,High,5402,59169483510.0,True,50.0,Kominfo
INC-000199,2023-04-09,Bangka Belitung,Data Breach,Asuransi,Critical,14663,1038944079030.0,False,24.0,Laporan Publik
INC-000082,2023-04-06,Jawa Barat,Business Email Compromise,UMKM,Medium,519,1693630383.0,False,130.0,Kominfo
INC-001459,2023-02-08,Kalimantan Selatan,DDoS,Pemerintahan,Medium,500,1062338000.0,False,78.0,Laporan Publik
INC-000561,2023-10-10,Jawa Tengah,Malware,Manufaktur,Low,33,36108567.0,False,0.0,Laporan Publik
INC-001139,2022-08-14,Banten,Phishing,Asuransi,Medium,590,1175579720.0,True,71.0,Kominfo
INC-001421,2022-01-04,Jawa Timur,Phishing,UMKM,Medium,316,877746248.0,True,20.0,BSSN
INC-000528,2023-01-17,DKI Jakarta,Zero-Day Exploit,Perbankan,Low,13,50232520.0,False,14.0,Kepolisian
INC-001282,2024-01-23,DKI Jakarta,Ransomware,Fintech,High,5237,63471497340.0,True,8.0,Kepolisian
INC-001072,2022-02-28,Jawa Timur,Insider Threat,Perbankan,Medium,153,1515558483.0,True,1.0,Kominfo
INC-000857,2023-03-10,Kalimantan Selatan,DDoS,Transportasi,Medium,488,3670127952.0,True,20.0,BSSN
INC-001407,2023-01-28,Sulawesi Tenggara,Man-in-the-Middle,Energi,Medium,410,3891821270.0,True,2.0,Laporan Publik
INC-001062,2024-05-25,DKI Jakarta,Malware,Media,Low,7,24304147.0,True,70.0,Kepolisian
INC-001196,2024-07-22,Bali,DDoS,Fintech,High,3770,145419587950.0,True,13.0,BSSN
INC-000492,2022-09-09,Jawa Barat,Data Breach,Perbankan,High,8028,102436316640.0,True,46.0,BSSN
INC-000081,2022-07-24,Jawa Timur,Data Breach,Ritel,Critical,69187,4471404290470.0,True,9.0,BSSN
INC-000048,2023-12-12,Jawa Barat,Social Engineering,Manufaktur,Low,15,50194785.0,True,63.0,Laporan Publik
INC-001420,2024-09-02,DKI Jakarta,Data Breach,E-Commerce,Critical,73959,3144670116900.0,True,2.0,BSSN
INC-001361,2022-12-24,DKI Jakarta,Ransomware,Energi,Low,60,,False,10.0,Kominfo
INC-000975,2024-03-25,Jawa Barat,Phishing,Pemerintahan,Low,26,119011750.0,True,68.0,BSSN
INC-000963,2021-09-07,Nusa Tenggara Timur,Data Breach,Pemerintahan,High,3661,,False,33.0,Kepolisian
INC-001496,2021-11-22,Aceh,Data Breach,Kesehatan,High,5503,128985532390.0,False,9.0,Kepolisian
INC-001327,2023-09-24,Jawa Tengah,Man-in-the-Middle,Ritel,Low,1,7835491.0,False,6.0,Kominfo
INC-000548,2022-03-02,Jawa Tengah,Credential Stuffing,UMKM,High,4421,193982272765.0,True,88.0,Kepolisian
INC-000397,2022-07-10,Jawa Tengah,Data Breach,Kesehatan,High,9216,31660139520.0,False,0.0,Kepolisian
INC-000016,2023-08-19,Jawa Timur,SQL Injection,E-Commerce,Low,84,637712712.0,True,101.0,Kominfo
INC-000379,2023-03-03,Jawa Barat,Phishing,Energi,High,3870,143496600750.0,True,13.0,Laporan Publik
INC-000906,2021-12-22,Jawa Timur,Phishing,Telekomunikasi,Medium,298,987027852.0,True,34.0,Laporan Publik
INC-001179,2022-12-09,Riau,Data Breach,Media,Medium,898,7327479746.0,False,75.0,Laporan Publik
INC-000714,2020-12-10,Jawa Timur,Social Engineering,Media,High,2746,46452530510.0,False,223.0,BSSN
INC-001486,2024-09-21,Banten,Ransomware,Pemerintahan,Critical,57174,3440926855080.0,True,45.0,Laporan Publik
INC-000910,2021-09-21,Banten,Social Engineering,Telekomunikasi,Medium,926,4077945654.0,True,35.0,Laporan Publik
INC-000623,2021-10-16,DKI Jakarta,Phishing,Manufaktur,Low,86,679465102.0,False,1.0,Kepolisian
INC-000160,2022-03-18,Jawa Barat,Data Breach,UMKM,High,3721,156816633280.0,True,70.0,Kominfo
INC-000632,2022-03-10,Jawa Timur,Phishing,Kesehatan,Low,51,197095110.0,True,64.0,Kominfo
INC-000893,2024-08-16,Jawa Barat,Data Breach,Pemerintahan,High,4119,182081898435.0,True,61.0,BSSN
INC-000323,2023-08-30,Nusa Tenggara Barat,Social Engineering,Fintech,Medium,537,1436251608.0,False,37.0,BSSN
INC-000102,2022-03-12,Kepulauan Riau,Phishing,Ritel,Low,89,314210940.0,True,17.0,BSSN
INC-000123,2022-12-01,Sulawesi Selatan,Social Engineering,Pendidikan,Low,61,564764230.0,True,35.0,BSSN
INC-000177,2021-07-30,DKI Jakarta,Malware,Ritel,Medium,626,1940663852.0,True,5.0,BSSN
INC-001480,2021-02-12,Nusa Tenggara Timur,Business Email Compromise,Ritel,Medium,552,407965536.0,False,87.0,Laporan Publik
INC-000343,2022-07-25,DKI Jakarta,Data Breach,Manufaktur,Critical,61180,1653748626600.0,False,,Kominfo
INC-000396,2022-07-30,Jawa Barat,Data Breach,Pemerintahan,Medium,247,1712965748.0,True,76.0,Kominfo
INC-001099,2021-05-28,Banten,SQL Injection,Pemerintahan,High,3194,144724803240.0,True,8.0,BSSN
INC-001136,2022-06-20,Jawa Timur,Zero-Day Exploit,Transportasi,High,3642,4204288380.0,False,81.0,Kominfo
INC-000071,2022-01-18,Jawa Barat,Insider Threat,Transportasi,Medium,967,6063111274.0,False,14.0,BSSN
INC-000436,2023-11-28,DKI Jakarta,Website Defacement,Energi,High,5833,74415955750.0,False,9.0,BSSN
INC-000080,2020-07-12,Jawa Barat,Zero-Day Exploit,E-Commerce,High,5045,154506656500.0,True,2.0,Laporan Publik
INC-000304,2023-11-22,Banten,Data Breach,Transportasi,High,5944,182687086520.0,True,,BSSN
INC-000351,2021-10-14,Sulawesi Barat,Data Breach,Pendidikan,High,873,31125662640.0,False,32.0,BSSN
INC-000293,2023-12-12,Banten,Data Breach,Perbankan,High,9450,221960513250.0,True,25.0,Laporan Publik
INC-001184,2022-11-22,Maluku,SQL Injection,Perbankan,Low,41,45645095.0,False,,Laporan Publik
INC-000455,2023-12-27,Jawa Barat,Malware,Telekomunikasi,High,4990,224054018950.0,False,135.0,BSSN
INC-000428,2020-08-21,DKI Jakarta,Social Engineering,UMKM,Medium,529,4869279423.0,True,,BSSN
INC-001047,2023-10-31,DKI Jakarta,Social Engineering,UMKM,High,4875,189642935625.0,True,10.0,Kominfo
INC-000690,2021-07-16,Riau,Insider Threat,Media,High,9203,367989501460.0,True,7.0,Kepolisian
INC-001189,2023-06-15,Banten,Man-in-the-Middle,Ritel,Medium,490,4340189210.0,True,62.0,Kepolisian
INC-000507,2022-04-12,DKI Jakarta,Credential Stuffing,Energi,High,1790,66732524600.0,True,13.0,BSSN
INC-001041,2023-02-02,Kalimantan Timur,Phishing,Kesehatan,Critical,81210,1148739813000.0,True,8.0,BSSN
INC-000761,2022-05-23,Kalimantan Selatan,Cryptojacking,Fintech,Medium,981,9638304399.0,True,4.0,Kominfo
INC-000549,2023-05-15,Kepulauan Riau,DDoS,UMKM,High,3085,54682905275.0,True,0.0,BSSN
INC-000682,2022-01-27,DKI Jakarta,Phishing,Pendidikan,High,9637,451961760015.0,True,,Kominfo
INC-000447,2023-11-24,Kepulauan Riau,Website Defacement,Manufaktur,Medium,296,906008936.0,False,49.0,Kepolisian
INC-000551,2021-06-19,Sumatera Selatan,Phishing,Fintech,Medium,723,1182401430.0,True,24.0,Kepolisian
INC-000429,2023-11-13,Kalimantan Selatan,DDoS,E-Commerce,High,8841,140911659630.0,True,1.0,BSSN
INC-000599,2023-05-20,DKI Jakarta,Data Breach,Media,Critical,73322,3342599669900.0,True,13.0,Kominfo
INC-000883,2022-08-28,DKI Jakarta,SQL Injection,UMKM,High,6529,67185825730.0,True,6.0,Kepolisian
INC-000271,2022-04-26,Nusa Tenggara Barat,Ransomware,Pemerintahan,Medium,649,1099779175.0,False,20.0,Kepolisian
INC-001465,2024-05-09,DKI Jakarta,DDoS,Perbankan,High,5329,176252651605.0,True,11.0,Laporan Publik
INC-000383,2023-04-18,Jawa Barat,Business Email Compromise,Pendidikan,Low,13,,True,,Kepolisian
INC-000518,2020-11-29,DKI Jakarta,Phishing,Perbankan,Medium,83,330624192.0,True,64.0,Kominfo
INC-001283,2022-10-17,Sumatera Barat,Ransomware,Fintech,Critical,22573,154125509510.0,True,7.0,Kominfo
INC-000743,2020-09-23,Jawa Barat,Malware,UMKM,Critical,11846,329736371500.0,True,14.0,Kepolisian
INC-000183,2023-10-12,Sulawesi Barat,Ransomware,E-Commerce,Critical,58745,2054641034550.0,True,5.0,Kominfo
INC-001110,2021-04-16,Jawa Tengah,SQL Injection,UMKM,High,5829,230493698820.0,True,12.0,Kominfo
INC-001467,2022-03-01,Gorontalo,Zero-Day Exploit,Media,Low,52,431544412.0,True,,BSSN
INC-000264,2023-10-31,DKI Jakarta,Ransomware,UMKM,Critical,48829,3279474294470.0,True,162.0,Laporan Publik
INC-000491,2022-03-08,Jawa Barat,Phishing,Asuransi,Medium,69,377509971.0,True,25.0,Laporan Publik
INC-000391,2023-08-18,Sulawesi Tengah,Phishing,UMKM,High,7478,54231091630.0,True,38.0,Kepolisian
INC-000339,2023-02-01,Jawa Timur,Phishing,E-Commerce,Low,9,,True,106.0,BSSN
INC-000059,2024-02-03,DKI Jakarta,DDoS,Kesehatan,High,8947,151009881690.0,True,7.0,BSSN
INC-000483,2024-04-20,Jawa Tengah,Malware,E-Commerce,Medium,870,6802305540.0,False,111.0,Laporan Publik
INC-000433,2022-06-03,DKI Jakarta,Phishing,Media,Medium,995,3481006505.0,True,94.0,Laporan Publik
INC-001464,2021-06-06,Jawa Barat,Cryptojacking,Fintech,Medium,715,3326851385.0,True,71.0,Laporan Publik
INC-000745,2022-06-14,Jawa Barat,DDoS,Telekomunikasi,Low,23,,True,56.0,Kepolisian
INC-001439,2024-02-21,Jawa Timur,Zero-Day Exploit,Kesehatan,Critical,12882,1179203208060.0,False,26.0,BSSN
INC-001273,2022-08-26,DKI Jakarta,Insider Threat,UMKM,Medium,658,2138109806.0,True,0.0,Kominfo
INC-000968,2022-10-30,Gorontalo,SQL Injection,UMKM,Medium,495,1111741785.0,False,35.0,Laporan Publik
INC-000868,2023-02-08,Jawa Tengah,Phishing,Perbankan,Medium,630,4092576390.0,True,2.0,Laporan Publik
INC-000378,2021-12-28,Jawa Barat,Phishing,Transportasi,Medium,705,4648010010.0,True,26.0,BSSN
INC-000638,2023-11-30,DKI Jakarta,Ransomware,Manufaktur,Medium,21,49652001.0,True,52.0,Laporan Publik
INC-001129,2024-01-01,Jawa Barat,Cryptojacking,Manufaktur,Low,77,614903982.0,True,60.0,Kominfo
INC-000859,2021-12-16,DKI Jakarta,Man-in-the-Middle,Fintech,Medium,396,1814344488.0,False,37.0,Kominfo
INC-001369,2023-01-21,Jawa Tengah,Data Breach,Pemerintahan,High,9189,289923930855.0,True,54.0,BSSN
INC-000036,2022-06-03,Jawa Timur,Data Breach,Manufaktur,High,9757,316859599485.0,True,13.0,Kepolisian
INC-000729,2022-10-04,DKI Jakarta,Malware,Telekomunikasi,Low,47,340581881.0,True,,BSSN
INC-000236,2024-03-30,DKI Jakarta,Phishing,Asuransi,High,596,5952445700.0,False,46.0,BSSN
INC-000029,2022-08-05,Papua Barat,Data Breach,UMKM,Critical,29261,848176317380.0,False,62.0,BSSN
INC-000733,2024-02-17,Bengkulu,Phishing,Ritel,Medium,473,209669075.0,True,5.0,Laporan Publik
INC-000650,2023-04-25,Jawa Tengah,Phishing,Ritel,Medium,680,3343544360.0,True,3.0,Laporan Publik
INC-000462,2021-08-24,Jawa Barat,Phishing,Perbankan,Low,47,405422611.0,True,6.0,Kominfo
INC-001335,2024-11-12,Sumatera Barat,Ransomware,Media,High,8268,113890253100.0,False,99.0,BSSN
INC-001225,2024-08-17,Sulawesi Selatan,Business Email Compromise,Kesehatan,High,4214,61341470260.0,True,24.0,Laporan Publik
INC-001252,2022-08-31,Jawa Timur,DDoS,Manufaktur,Critical,14882,1232451937080.0,False,65.0,BSSN
INC-000308,2023-10-06,Sulawesi Tengah,Phishing,UMKM,High,1874,87893598400.0,True,6.0,Kepolisian
INC-001173,2023-11-18,Jawa Barat,Social Engineering,Pemerintahan,Medium,506,1051045490.0,True,36.0,Laporan Publik
INC-000367,2023-09-02,Jawa Barat,DDoS,Ritel,Low,73,663079294.0,True,17.0,BSSN
INC-001108,2024-09-20,Kalimantan Utara,Malware,Fintech,Medium,482,2469445542.0,True,64.0,Kepolisian
INC-000949,2023-01-18,Kalimantan Utara,Phishing,Energi,Low,33,212436807.0,True,29.0,Kepolisian
INC-001046,2021-11-11,Jawa Timur,Ransomware,Media,Medium,34,7537834.0,True,175.0,Laporan Publik
INC-000894,2022-03-03,Papua Barat,Malware,Transportasi,Low,4,37108532.0,True,21.0,Laporan Publik
INC-000359,2023-09-13,DKI Jakarta,Credential Stuffing,UMKM,High,217,3680579315.0,True,36.0,Laporan Publik
INC-000369,2022-01-30,DKI Jakarta,Ransomware,Transportasi,High,965,1351559700.0,True,71.0,Kepolisian
INC-000238,2022-02-27,Jawa Barat,Phishing,Ritel,High,1009,29253356825.0,False,2.0,Kominfo
INC-001269,2022-01-06,Jawa Barat,Business Email Compromise,UMKM,Medium,819,2637873693.0,False,19.0,Kepolisian
INC-000034,2020-10-16,Kalimantan Utara,Phishing,Perbankan,High,7124,135873487360.0,True,7.0,Laporan Publik
INC-000574,2022-12-30,Kalimantan Utara,DDoS,Transportasi,Medium,911,1468169422.0,False,41.0,Laporan Publik
INC-001231,2023-11-01,Jawa Timur,Data Breach,Kesehatan,Critical,22468,702784660480.0,False,25.0,Kepolisian
INC-000070,2023-06-13,Jawa Barat,Phishing,Fintech,Low,63,25959213.0,True,34.0,Kepolisian
INC-000253,2021-11-16,DKI Jakarta,Data Breach,Asuransi,High,9507,454417772610.0,True,16.0,Kominfo
INC-001105,2024-05-07,Kalimantan Selatan,Ransomware,UMKM,Medium,932,,True,59.0,BSSN
INC-000375,2022-07-25,Jawa Tengah,Phishing,Media,Low,73,175396370.0,False,6.0,Kominfo
INC-000213,2021-01-28,Jawa Timur,Ransomware,Kesehatan,High,1509,47181020235.0,False,56.0,BSSN
INC-000556,2023-08-31,Banten,Data Breach,UMKM,Critical,56355,223265548350.0,True,1.0,Kepolisian
INC-000528,2023-01-17,DKI Jakarta,Zero-Day Exploit,Perbankan,Low,13,50232520.0,False,14.0,Kepolisian
INC-000658,2021-01-14,Banten,SQL Injection,Fintech,Low,22,95399546.0,False,8.0,BSSN
INC-000861,2022-04-18,Maluku Utara,Credential Stuffing,Ritel,Medium,891,708807429.0,True,19.0,Kepolisian
INC-000189,2022-10-11,DKI Jakarta,SQL Injection,Fintech,Medium,546,4733934114.0,True,49.0,Laporan Publik
INC-001128,2024-07-23,Nusa Tenggara Timur,Insider Threat,Asuransi,Medium,382,1847583110.0,True,8.0,Kominfo
INC-000245,2021-09-22,Jawa Barat,Business Email Compromise,Ritel,High,2531,66678549595.0,False,,Kepolisian
INC-000104,2022-10-22,Jawa Timur,Social Engineering,Perbankan,High,9628,390079816060.0,False,18.0,Kepolisian
INC-001471,2021-10-23,Kalimantan Utara,Zero-Day Exploit,Asuransi,Critical,20333,1012208052820.0,True,56.0,Kominfo
INC-000924,2024-05-10,Sulawesi Tengah,Data Breach,Telekomunikasi,Critical,82641,7244684423730.0,True,2.0,Kepolisian
INC-001195,2023-05-27,Jawa Barat,Data Breach,Kesehatan,High,7870,138467022950.0,True,1.0,BSSN
INC-000190,2022-11-02,Jawa Tengah,DDoS,Pendidikan,Critical,25843,1127526471980.0,True,89.0,Laporan Publik
INC-000486,2023-12-03,Kalimantan Tengah,Social Engineering,Pendidikan,High,3181,158488283115.0,True,20.0,Laporan Publik
INC-001328,2022-01-16,DKI Jakarta,Insider Threat,Pendidikan,High,6134,167938277510.0,False,112.0,Laporan Publik
INC-000157,2021-10-16,Jawa Barat,DDoS,Pemerintahan,High,8099,341165434610.0,False,2.0,BSSN
INC-000606,2024-10-12,Banten,Cryptojacking,Media,Medium,179,302879277.0,True,12.0,BSSN
INC-001210,2022-11-27,Jawa Timur,DDoS,Pemerintahan,Medium,727,2755576453.0,True,49.0,Kominfo
INC-000726,2021-02-28,Bangka Belitung,Phishing,Kesehatan,High,4192,97076994560.0,True,90.0,Kominfo
INC-001053,2021-11-28,Jawa Timur,Malware,Kesehatan,Medium,554,3816604058.0,True,25.0,Laporan Publik
INC-000665,2021-10-20,Kalimantan Barat,Credential Stuffing,UMKM,Medium,345,3011826540.0,True,77.0,Kominfo
INC-000120,2022-07-04,DKI Jakarta,Zero-Day Exploit,Ritel,Critical,99575,1999616358250.0,True,57.0,Laporan Publik
INC-001404,2024-07-10,Sulawesi Utara,Credential Stuffing,Pendidikan,Low,86,673824362.0,True,20.0,Kominfo
INC-000956,2022-09-27,Sulawesi Utara,Data Breach,Fintech,Critical,91921,8890318760950.0,True,1.0,Kominfo
INC-001034,2021-12-22,DKI Jakarta,Data Breach,Perbankan,High,8218,51256364530.0,False,39.0,Kominfo
INC-000499,2024-01-25,Jawa Timur,DDoS,Energi,Critical,14313,31885356360.0,True,15.0,Kominfo
INC-000325,2021-05-26,DKI Jakarta,Business Email Compromise,Asuransi,High,7841,199555175020.0,True,12.0,Kominfo
INC-000497,2024-07-06,Jawa Tengah,Malware,Ritel,Medium,451,2241833957.0,True,22.0,Kominfo
INC-000019,2022-05-28,Nusa Tenggara Barat,DDoS,Energi,High,6894,,True,65.0,BSSN
INC-000150,2022-09-05,Jawa Barat,DDoS,E-Commerce,High,2789,112205946345.0,False,5.0,Laporan Publik
INC-001248,2024-03-16,Maluku,Ransomware,Transportasi,High,2483,93138223880.0,False,18.0,BSSN
INC-000109,2021-07-16,Jawa Timur,Phishing,Energi,Low,33,315645891.0,True,,Laporan Publik
INC-001416,2022-08-15,Jawa Tengah,Insider Threat,Pemerintahan,Low,56,460695760.0,True,95.0,Laporan Publik
